itemID,entryLength,itemClassID,itemSubClassID,name1,name2,name3,name4,itemDisplayID,qualityID,typeBinFlag,buyPrice,sellPrice,inventorySlotID,classBinFlag,raceBinFlag,itemLevel,requiredLevel,requiredSkillID,requiredSkillLevel,requiredSpellID,requiredRankID,requiredUnknownRank,requiredFactionID,requiredFactionLevel,stackUnique,stackAmount,containerSlots,stat1ID,stat1Value,stat2ID,stat2Value,stat3ID,stat3Value,stat4ID,stat4Value,stat5ID,stat5Value,stat6ID,stat6Value,stat7ID,stat7Value,stat8ID,stat8Value,stat9ID,stat9Value,stat10ID,stat10Value,damage1Min,damage1Max,damage1TypeID,damage2Min,damage2Max,damage2TypeID,damage3Min,damage3Max,damage3TypeID,damage4Min,damage4Max,damage4TypeID,damage5Min,damage5Max,damage5TypeID,resistPhysical,resistHoly,resistFire,resistNature,resistFrost,resistShadow,resistArcane,weaponDelay,ammoType,rangeModifier,spell1ID,spell1TriggerID,spell1Charges,spell1Cooldown,spell1CategoryID,spell1CategoryCooldown,spell2ID,spell2TriggerID,spell2Charges,spell2Cooldown,spell2CategoryID,spell2CategoryCooldown,spell3ID,spell3TriggerID,spell3Charges,spell3Cooldown,spell3CategoryID,spell3CategoryCooldown,spell4ID,spell4TriggerID,spell4Charges,spell4Cooldown,spell4CategoryID,spell4CategoryCooldown,spell5ID,spell5TriggerID,spell5Charges,spell5Cooldown,spell5CategoryID,spell5CategoryCooldown,bondID,description,bookTextID,bookPages,bookStationaryID,beginQuestID,lockPickTalent,materialID,sheathID,randomPropertyID,blockValue,itemSetID,durabilityValue,itemAreaID,itemMapID,bagFamily
12050,513,4,1,Hazecover Boots,Hazecover Boots,Hazecover Boots,Hazecover Boots,4272,2,0,44818,8963,8,-1,-1,54,0,0,0,0,0,0,0,0,0,1,0,6,7,7,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,48,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,35,0,0,0
12051,517,4,3,Brazen Gauntlets,Brazen Gauntlets,Brazen Gauntlets,Brazen Gauntlets,28090,2,0,44983,8996,10,-1,-1,54,0,0,0,0,0,0,0,0,0,1,0,4,12,7,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,183,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,5,0,0,0,0,35,0,0,0
12052,517,4,0,Ring of the Moon,Ring of the Moon,Ring of the Moon,Ring of the Moon,9837,2,0,3350,837,11,-1,-1,21,16,0,0,0,0,0,0,0,0,1,0,4,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,2,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12053,525,4,0,Volcanic Rock Ring,Volcanic Rock Ring,Volcanic Rock Ring,Volcanic Rock Ring,3666,2,0,3350,837,11,-1,-1,21,16,0,0,0,0,0,0,0,0,1,0,7,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,2,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12054,493,4,0,Demon Band,Demon Band,Demon Band,Demon Band,9834,2,0,3350,837,11,-1,-1,24,19,0,0,0,0,0,0,0,0,1,0,4,4,7,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,2,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12055,505,4,0,Stardust Band,Stardust Band,Stardust Band,Stardust Band,9840,2,0,33500,8375,11,-1,-1,52,47,0,0,0,0,0,0,0,0,1,0,7,5,5,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,2,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12056,529,4,0,Ring of the Heavens,Ring of the Heavens,Ring of the Heavens,Ring of the Heavens,9832,2,0,33500,8375,11,-1,-1,56,51,0,0,0,0,0,0,0,0,1,0,7,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,2,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12057,517,4,0,Dragonscale Band,Dragonscale Band,Dragonscale Band,Dragonscale Band,9836,2,0,33500,8375,11,-1,-1,60,55,0,0,0,0,0,0,0,0,1,0,7,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,2,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12058,521,4,0,Demonic Bone Ring,Demonic Bone Ring,Demonic Bone Ring,Demonic Bone Ring,3666,2,0,33505,8376,11,-1,-1,64,59,0,0,0,0,0,0,0,0,1,0,4,8,7,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,2,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12059,537,4,0,Conqueror's Medallion,Conqueror's Medallion,Conqueror's Medallion,Conqueror's Medallion,4841,3,0,49510,12377,2,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,7,11,4,10,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,3,0,0,0,0,0,0,0,0
12060,517,12,0,Shindrell's Note,Shindrell's Note,Shindrell's Note,Shindrell's Note,6270,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12061,525,2,7,Blade of Reckoning,Blade of Reckoning,Blade of Reckoning,Blade of Reckoning,28086,2,0,201060,40212,13,-1,-1,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,112.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,2400,0,0.0,9332,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,1,3,0,0,0,75,0,0,0
12062,541,2,15,Skilled Fighting Blade,Skilled Fighting Blade,Skilled Fighting Blade,Skilled Fighting Blade,25611,2,0,201827,40365,13,-1,-1,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,65.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1400,0,0.0,15776,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,1,3,0,0,0,55,0,0,0
12064,513,4,1,Gamemaster Hood,Gamemaster Hood,Gamemaster Hood,Gamemaster Hood,67804,1,0,4,1,1,2047,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,20,0,0,0
12065,533,4,0,Ward of the Elements,Ward of the Elements,Ward of the Elements,Ward of the Elements,22037,2,0,31813,7953,12,-1,-1,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,8,8,8,8,8,500,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0
12066,509,4,1,Shaleskin Cape,Shaleskin Cape,Shaleskin Cape,Shaleskin Cape,28251,2,0,55747,11149,16,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,7,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,38,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
12082,525,4,2,Wyrmhide Spaulders,Wyrmhide Spaulders,Wyrmhide Spaulders,Wyrmhide Spaulders,28176,2,0,68634,13726,3,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,113,0,0,0,0,0,0,0,0,0.0,15465,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,8,0,0,0,0,50,0,0,0
12083,509,4,1,Valconian Sash,Valconian Sash,Valconian Sash,Valconian Sash,28190,2,0,36743,7348,6,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,7,4,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,42,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,25,0,0,0
12102,541,4,0,Ring of the Aristocrat,Ring of the Aristocrat,Ring of the Aristocrat,Ring of the Aristocrat,9840,2,0,36170,9042,11,-1,-1,54,0,0,0,0,0,0,0,0,0,1,0,7,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,5,1,0,0,0,0,0,0,0
12103,517,4,0,Star of Mystaria,Star of Mystaria,Star of Mystaria,Star of Mystaria,23717,3,0,48630,12157,2,-1,-1,63,58,0,0,0,0,0,0,0,0,1,0,6,8,5,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,23727,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12108,521,4,3,Basaltscale Armor,Basaltscale Armor,Basaltscale Armor,Basaltscale Armor,28070,2,0,115274,23054,5,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,6,21,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,313,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,5,0,0,0,0,100,0,0,0
12109,517,4,1,Azure Moon Amice,Azure Moon Amice,Azure Moon Amice,Azure Moon Amice,21771,2,0,57845,11569,3,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,7,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,56,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,45,0,0,0
12110,517,4,1,Raincaster Drape,Raincaster Drape,Raincaster Drape,Raincaster Drape,28240,2,0,58054,11610,16,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,38,0,0,0,0,0,0,0,0,0.0,9408,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
12111,529,4,4,Lavaplate Gauntlets,Lavaplate Gauntlets,Lavaplate Gauntlets,Lavaplate Gauntlets,28202,2,0,38841,7768,10,-1,-1,58,0,0,0,0,0,0,0,0,0,1,0,4,17,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,345,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,6,0,0,0,0,40,0,0,0
12112,529,4,3,Crypt Demon Bracers,Crypt Demon Bracers,Crypt Demon Bracers,Crypt Demon Bracers,28139,2,0,52034,10406,9,-1,-1,56,0,0,0,0,0,0,0,0,0,1,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,132,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,5,0,0,0,0,35,0,0,0
12113,505,4,1,Sunborne Cape,Sunborne Cape,Sunborne Cape,Sunborne Cape,28210,2,0,52219,10443,16,-1,-1,56,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,36,0,0,0,0,0,0,0,0,0.0,9295,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
12114,517,4,2,Nightfall Gloves,Nightfall Gloves,Nightfall Gloves,Nightfall Gloves,28222,2,0,43671,8734,10,-1,-1,56,0,0,0,0,0,0,0,0,0,1,0,3,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,91,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,8,0,0,0,0,30,0,0,0
12115,513,4,4,Stalwart Clutch,Stalwart Clutch,Stalwart Clutch,Stalwart Clutch,28224,2,0,35060,7012,6,-1,-1,56,0,0,0,0,0,0,0,0,0,1,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,300,0,0,0,0,0,0,0,0,0.0,13387,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,6,0,0,0,0,40,0,0,0
12122,535,15,0,Kum'isha's Junk,Kum'isha's Junk,Kum'isha's Junk,Kum'isha's Junk,2593,2,4,0,0,0,-1,-1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,"A chest full of ""junk""",0,0,0,0,0,1,0,0,0,0,0,0,0,0
12144,509,13,0,Eggscilloscope,Eggscilloscope,Eggscilloscope,Eggscilloscope,22299,1,64,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,15748,0,0,5000,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12162,577,9,4,Plans: Hardened Iron Shortsword,Plans: Hardened Iron Shortsword,Plans: Hardened Iron Shortsword,Plans: Hardened Iron Shortsword,1102,1,64,3000,750,0,-1,-1,32,0,164,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,15755,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12163,561,9,4,Plans: Moonsteel Broadsword,Plans: Moonsteel Broadsword,Plans: Moonsteel Broadsword,Plans: Moonsteel Broadsword,1102,1,64,4400,1100,0,-1,-1,36,0,164,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,15756,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12164,545,9,4,Plans: Massive Iron Axe,Plans: Massive Iron Axe,Plans: Massive Iron Axe,Plans: Massive Iron Axe,1102,1,64,4400,1100,0,-1,-1,37,0,164,185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,15757,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12184,501,7,0,Raptor Flesh,Raptor Flesh,Raptor Flesh,Raptor Flesh,25467,1,0,350,87,0,-1,-1,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12185,545,4,1,Bloodsail Admiral's Hat,Bloodsail Admiral's Hat,Bloodsail Admiral's Hat,Bloodsail Admiral's Hat,35174,2,0,64478,12895,1,-1,-1,60,0,0,0,0,0,0,0,0,0,1,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,63,0,0,0,0,0,0,0,0,0.0,17567,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,45,0,0,0
12190,541,0,0,Dreamless Sleep Potion,Dreamless Sleep Potion,Dreamless Sleep Potion,Dreamless Sleep Potion,68777,1,64,1000,250,0,-1,-1,45,35,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,15822,0,-1,120000,4,120000,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12191,549,12,0,Silver Dawning's Lockbox,Silver Dawning's Lockbox,Silver Dawning's Lockbox,Silver Dawning's Lockbox,22192,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12192,529,12,0,Mist Veil's Lockbox,Mist Veil's Lockbox,Mist Veil's Lockbox,Mist Veil's Lockbox,16028,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12202,493,7,0,Tiger Meat,Tiger Meat,Tiger Meat,Tiger Meat,2599,1,0,350,87,0,-1,-1,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12203,505,7,0,Red Wolf Meat,Red Wolf Meat,Red Wolf Meat,Red Wolf Meat,25466,1,0,350,87,0,-1,-1,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12204,513,7,0,Heavy Kodo Meat,Heavy Kodo Meat,Heavy Kodo Meat,Heavy Kodo Meat,25472,1,0,450,112,0,-1,-1,35,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12205,521,7,0,White Spider Meat,White Spider Meat,White Spider Meat,White Spider Meat,22193,1,0,450,112,0,-1,-1,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10
